date,desktop,mobile,total
2024-07-22,2,0,2
2024-07-23,1,1,2
2024-07-24,0,2,2
2024-07-25,1,0,1
2024-07-26,1,1,2
2024-07-28,0,1,1
2024-07-29,2,3,5
2024-07-31,1,0,1
2024-08-02,5,1,6
2024-08-03,0,1,1
2024-08-04,0,1,1
2024-08-05,4,1,5
2024-08-06,3,0,3
2024-08-08,2,2,4
2024-08-10,4,1,5
2024-08-11,1,2,3
2024-08-12,1,2,3
2024-08-13,2,1,3
2024-08-14,0,1,1
2024-08-15,1,3,4
2024-08-16,2,0,2
2024-08-18,1,0,1
2024-08-19,2,0,2
2024-08-20,1,1,2
2024-08-21,2,0,2
2024-08-22,5,0,5
2024-08-24,2,1,3
2024-08-25,0,1,1
2024-08-27,1,0,1
2024-08-28,1,0,1
2024-08-29,1,2,3
2024-08-31,0,5,5
2024-09-01,4,0,4
2024-09-02,1,0,1
2024-09-03,3,1,4
2024-09-04,1,1,2
2024-09-06,2,1,3
2024-09-08,1,0,1
2024-09-09,1,0,1
2024-09-11,1,1,2
2024-09-12,3,0,3
2024-09-13,1,0,1
2024-09-14,0,1,1
2024-09-15,0,1,1
2024-09-16,1,0,1
2024-09-19,3,0,3
2024-09-20,0,1,1
2024-09-22,2,0,2
2024-09-23,0,1,1
2024-09-24,3,0,3
2024-09-25,1,2,3
2024-09-26,0,1,1
2024-09-27,0,1,1
2024-09-28,1,0,1
2024-09-29,1,0,1
2024-09-30,3,0,3
2024-10-01,2,1,3
2024-10-03,0,1,1
2024-10-04,2,0,2
2024-10-05,2,0,2
2024-10-08,1,0,1
2024-10-10,2,1,3
2024-10-11,3,0,3
2024-10-12,4,0,4
2024-10-13,1,2,3
2024-10-14,1,0,1
2024-10-17,2,0,2
2024-10-18,1,0,1
2024-10-19,4,1,5
2024-10-20,1,3,4
2024-10-21,0,2,2
2024-10-23,1,0,1
2024-10-24,2,0,2
2024-10-25,1,2,3
2024-10-26,0,2,2
2024-10-27,4,0,4
2024-10-28,4,2,6
2024-10-29,6,1,7
2024-10-30,8,0,8
2024-10-31,2,0,2
2024-11-01,9,0,9
2024-11-02,7,0,7
2024-11-03,1,0,1
2024-11-04,2,0,2
2024-11-05,1,0,1
2024-11-06,3,0,3
2024-11-07,2,0,2
2024-11-08,3,2,5
2024-11-09,0,1,1
2024-11-11,2,0,2
2024-11-12,0,1,1
2024-11-13,1,1,2
2024-11-14,4,0,4
2024-11-17,1,0,1
2024-11-18,2,4,6
2024-11-19,4,0,4
2024-11-20,2,0,2
2024-11-21,7,0,7
2024-11-22,2,1,3
2024-11-23,1,1,2
2024-11-25,4,2,6
2024-11-26,1,0,1
2024-11-27,4,0,4
2024-11-28,5,1,6
2024-11-29,4,0,4
2024-11-30,3,0,3
2024-12-01,4,3,7
2024-12-02,7,1,8
2024-12-03,9,2,11
2024-12-04,9,2,11
2024-12-05,18,2,20
2024-12-06,8,0,8
2024-12-07,5,5,10
2024-12-08,3,2,5
2024-12-09,8,0,8
2024-12-10,2,3,5
2024-12-11,14,5,19
2024-12-12,3,0,3
2024-12-13,3,1,4
2024-12-14,6,0,6
2024-12-16,5,1,6
2024-12-17,6,2,8
2024-12-18,3,2,5
2024-12-19,6,1,7
2024-12-20,8,6,14
2024-12-21,9,8,17
2024-12-22,15,5,20
2024-12-23,7,5,12
2024-12-24,55,41,96
2024-12-25,47,77,124
2024-12-26,88,85,173
2024-12-27,56,71,127
2024-12-28,92,114,206
2024-12-29,117,125,242
2024-12-30,201,195,396
2024-12-31,4091,6030,10121
2025-01-01,54381,68216,122597
2025-01-02,62641,58171,120812
2025-01-03,61135,55692,116827
2025-01-04,55271,54481,109752
2025-01-05,63086,58880,121966
2025-01-06,66155,56325,122480
2025-01-07,73017,58476,131493
2025-01-08,71306,55577,126883
2025-01-09,70418,55572,125990
2025-01-10,63037,56543,119580
2025-01-11,56086,57100,113186
2025-01-12,56545,58648,115193
2025-01-13,66835,57659,124494
2025-01-14,67172,57241,124413
